texts,labels,predictions,z,normal_text,word_rationales
"▁3 ▁women ▁run ▁in ▁ a ▁marathon ▁with ▁the ▁crowd ▁in ▁the ▁background , ▁one ▁with ▁the ▁label ▁Ga lina ▁and ▁another ▁the ▁label ▁In g a , ▁and ▁the ▁3 r d ▁running ▁close ▁behind ▁them ▁in ▁blue . </s> ▁There ▁are ▁no ▁women ▁running . </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","3 women run in a marathon with the crowd in the background, one with the label Galina and another the label Inga, and the 3rd running close behind them in blue. There are no women running.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]"
"▁3 ▁women ▁run ▁in ▁ a ▁marathon ▁with ▁the ▁crowd ▁in ▁the ▁background , ▁one ▁with ▁the ▁label ▁Ga lina ▁and ▁another ▁the ▁label ▁In g a , ▁and ▁the ▁3 r d ▁running ▁close ▁behind ▁them ▁in ▁blue . </s> ▁Three ▁women ▁are ▁running . </s>",1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","3 women run in a marathon with the crowd in the background, one with the label Galina and another the label Inga, and the 3rd running close behind them in blue. Three women are running.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]"
▁A ▁toddler ▁sit s ▁on ▁ a ▁stone ▁wall ▁ surrounded ▁by ▁fallen ▁leaves . </s> ▁An ▁child ▁is ▁throwing ▁stones ▁at ▁ a ▁leaf ▁wall </s>,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A toddler sits on a stone wall surrounded by fallen leaves. An child is throwing stones at a leaf wall,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]"
▁A ▁toddler ▁sit s ▁on ▁ a ▁stone ▁wall ▁ surrounded ▁by ▁fallen ▁leaves . </s> ▁A ▁little ▁child ▁sit s ▁quietly ▁on ▁ a ▁hand ▁built ▁rock ▁wall ▁in ▁autumn </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A toddler sits on a stone wall surrounded by fallen leaves. A little child sits quietly on a hand built rock wall in autumn,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
▁A ▁black ▁man ▁wearing ▁ a ▁red ▁belt ▁and ▁ a ▁white ▁man ▁wearing ▁ a ▁blue ▁belt ▁are ▁ pictured ▁in ▁the ▁act ▁of ▁practicing ▁martial ▁arts ▁inside ▁ a ▁building ▁with ▁ a ▁woman ▁looking ▁on ▁in ▁the ▁background . </s> ▁The ▁men ▁are ▁black bel t s . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background. The men are blackbelts.,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]"
▁A ▁black ▁man ▁wearing ▁ a ▁red ▁belt ▁and ▁ a ▁white ▁man ▁wearing ▁ a ▁blue ▁belt ▁are ▁ pictured ▁in ▁the ▁act ▁of ▁practicing ▁martial ▁arts ▁inside ▁ a ▁building ▁with ▁ a ▁woman ▁looking ▁on ▁in ▁the ▁background . </s> ▁A ▁man ▁is ▁wearing ▁ a ▁red ▁belt . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background. A man is wearing a red belt.,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]"
▁A ▁choir ▁of ▁youth s ▁are ▁singing . </s> ▁the ▁children ▁are ▁singing ▁at ▁home </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A choir of youths are singing. the children are singing at home,"[0, 1, 0, 1, 0, 1]"
▁A ▁choir ▁of ▁youth s ▁are ▁singing . </s> ▁ a ▁choir ▁of ▁kids ▁are ▁singing </s>,1,1,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A choir of youths are singing. a choir of kids are singing,"[1, 0, 0, 1, 0, 1]"
"▁A ▁girl ▁wearing ▁ kha ki s ▁and ▁ a ▁red ▁sweat shirt ▁is ▁jumping ▁in ▁the ▁air , ▁while ▁she ▁is ▁in ▁the ▁forest . </s> ▁The ▁girl ▁is ▁jumping ▁in ▁the ▁air , ▁while ▁she ▁is ▁at ▁the ▁beach . </s>",0,0,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","A girl wearing khakis and a red sweatshirt is jumping in the air, while she is in the forest. The girl is jumping in the air, while she is at the beach.","[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
"▁A ▁girl ▁wearing ▁ kha ki s ▁and ▁ a ▁red ▁sweat shirt ▁is ▁jumping ▁in ▁the ▁air , ▁while ▁she ▁is ▁in ▁the ▁forest . </s> ▁The ▁girl ▁is ▁jumping . </s>",1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A girl wearing khakis and a red sweatshirt is jumping in the air, while she is in the forest. The girl is jumping.","[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
▁A ▁group ▁of ▁women ▁sing ▁together ▁while ▁wearing ▁matching ▁black ▁dresses . </s> ▁Some ▁women ▁are ▁knitting ▁at ▁the ▁cafe . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of women sing together while wearing matching black dresses. Some women are knitting at the cafe.,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
▁A ▁group ▁of ▁women ▁sing ▁together ▁while ▁wearing ▁matching ▁black ▁dresses . </s> ▁There ▁are ▁women ▁singing . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of women sing together while wearing matching black dresses. There are women singing.,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]"
"▁Two ▁college ▁football ▁players ▁battle ▁it ▁out ▁outdoors ▁on ▁the ▁field ▁during ▁game ▁day , ▁where ▁one ▁is ▁the ▁quarterback ▁trying ▁to ▁throw ▁the ▁ball , ▁and ▁the ▁other ▁player ▁is ▁in ▁action ▁about ▁to ▁ sack ▁the ▁quarterback . </s> ▁Some ▁girls ▁playing ▁basketball . </s>",0,0,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Some girls playing basketball.","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
"▁Two ▁college ▁football ▁players ▁battle ▁it ▁out ▁outdoors ▁on ▁the ▁field ▁during ▁game ▁day , ▁where ▁one ▁is ▁the ▁quarterback ▁trying ▁to ▁throw ▁the ▁ball , ▁and ▁the ▁other ▁player ▁is ▁in ▁action ▁about ▁to ▁ sack ▁the ▁quarterback . </s> ▁A ▁college ▁football ▁game . </s>",1,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. A college football game.","[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
▁Two ▁people ▁are ▁playing ▁American ▁Football ▁and ▁one ▁of ▁them ▁is ▁trying ▁to ▁stop ▁the ▁other ▁from ▁throwing ▁the ▁ball . </s> ▁A ▁pitcher ▁throw s ▁the ▁baseball ▁to ▁the ▁batter ▁as ▁ he ▁attempts ▁to ▁hit ▁it ▁out ▁of ▁the ▁park . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A pitcher throws the baseball to the batter as he attempts to hit it out of the park.,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
▁Two ▁people ▁are ▁playing ▁American ▁Football ▁and ▁one ▁of ▁them ▁is ▁trying ▁to ▁stop ▁the ▁other ▁from ▁throwing ▁the ▁ball . </s> ▁A ▁game ▁of ▁football ▁is ▁being ▁played . </s>,1,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A game of football is being played.,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
▁A ▁Vietnamese ▁woman ▁wearing ▁ a ▁gray ▁top ▁ carries ▁large ▁clear ▁bags ▁of ▁groceries ▁using ▁ a ▁stick ▁to ▁balance ▁everything ▁on ▁her ▁shoulder . </s> ▁Nobody ▁is ▁carrying ▁anything </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A Vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder. Nobody is carrying anything,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
▁A ▁Vietnamese ▁woman ▁wearing ▁ a ▁gray ▁top ▁ carries ▁large ▁clear ▁bags ▁of ▁groceries ▁using ▁ a ▁stick ▁to ▁balance ▁everything ▁on ▁her ▁shoulder . </s> ▁A ▁person ▁in ▁ a ▁top </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A Vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder. A person in a top,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁male ▁ runner ▁in ▁an ▁orange ▁and ▁white ▁ t - shirt ▁and ▁black ▁short s ▁is ▁sprint ing ▁down ▁the ▁track . </s> ▁Nobody ▁is ▁running </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",A male runner in an orange and white t-shirt and black shorts is sprinting down the track. Nobody is running,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]"
▁A ▁male ▁ runner ▁in ▁an ▁orange ▁and ▁white ▁ t - shirt ▁and ▁black ▁short s ▁is ▁sprint ing ▁down ▁the ▁track . </s> ▁A ▁person ▁running </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A male runner in an orange and white t-shirt and black shorts is sprinting down the track. A person running,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1]"
▁Team ▁member ▁39 ▁waiting ▁for ▁the ▁puck ▁to ▁come ▁his ▁way . </s> ▁A ▁man ▁is ▁ jo gg ing ▁in ▁the ▁park . </s>,0,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Team member 39 waiting for the puck to come his way. A man is jogging in the park.,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]"
▁A ▁group ▁of ▁people ▁taking ▁pictures ▁on ▁ a ▁walkway ▁in ▁front ▁of ▁ a ▁large ▁body ▁of ▁water . </s> ▁A ▁man ▁clean s ▁up ▁ a ▁spill . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of people taking pictures on a walkway in front of a large body of water. A man cleans up a spill.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]"
▁A ▁group ▁of ▁people ▁taking ▁pictures ▁on ▁ a ▁walkway ▁in ▁front ▁of ▁ a ▁large ▁body ▁of ▁water . </s> ▁A ▁group ▁of ▁people ▁ pos ing ▁in ▁front ▁of ▁ a ▁body ▁of ▁water . </s>,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of people taking pictures on a walkway in front of a large body of water. A group of people posing in front of a body of water.,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]"
▁An ▁adorable ▁child ▁leap ing ▁to ▁block ▁ a ▁soccer ▁ball ▁from ▁entering ▁the ▁goal . </s> ▁A ▁child ▁blocks ▁ a ▁goal ▁with ▁his ▁hockey ▁stick . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",An adorable child leaping to block a soccer ball from entering the goal. A child blocks a goal with his hockey stick.,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]"
▁An ▁adorable ▁child ▁leap ing ▁to ▁block ▁ a ▁soccer ▁ball ▁from ▁entering ▁the ▁goal . </s> ▁A ▁child ▁blocks ▁ a ▁goal . </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",An adorable child leaping to block a soccer ball from entering the goal. A child blocks a goal.,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]"
▁Basketball ▁refer e e ▁watching ▁ a ▁team ▁player ▁hang ▁from ▁the ▁ h oop . </s> ▁A ▁woman ▁watching ▁the ▁game . </s>,0,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Basketball referee watching a team player hang from the hoop. A woman watching the game.,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
▁Basketball ▁refer e e ▁watching ▁ a ▁team ▁player ▁hang ▁from ▁the ▁ h oop . </s> ▁A ▁refer e e ▁watching ▁ a ▁game . </s>,1,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Basketball referee watching a team player hang from the hoop. A referee watching a game.,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
▁A ▁dark - s k inne d ▁man ▁in ▁white ▁ shirts ▁and ▁ a ▁black ▁ s le e ve less ▁shirt ▁flip s ▁his ▁skate board ▁on ▁ a ▁cement ▁surface ▁ surrounded ▁by ▁tall ▁buildings ▁and ▁palm ▁trees . </s> ▁ a ▁man ▁sitting ▁down ▁builds ▁ a ▁tall ▁building ▁and ▁ eat s ▁ a ▁palm ▁tree </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees. a man sitting down builds a tall building and eats a palm tree,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
▁A ▁dark - s k inne d ▁man ▁in ▁white ▁ shirts ▁and ▁ a ▁black ▁ s le e ve less ▁shirt ▁flip s ▁his ▁skate board ▁on ▁ a ▁cement ▁surface ▁ surrounded ▁by ▁tall ▁buildings ▁and ▁palm ▁trees . </s> ▁ a ▁man ▁flip s ▁his ▁skate board ▁on ▁ a ▁cement ▁surface </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees. a man flips his skateboard on a cement surface,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]"
▁A ▁dark - s k inne d ▁man ▁in ▁white ▁ shirts ▁and ▁ a ▁black ▁ s le e ve less ▁shirt ▁flip s ▁his ▁skate board ▁on ▁ a ▁cement ▁surface ▁ surrounded ▁by ▁tall ▁buildings ▁and ▁palm ▁trees . </s> ▁ a ▁man ▁does ▁ a ▁skate boarding ▁trick ▁on ▁ a ▁cement ▁surface </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees. a man does a skateboarding trick on a cement surface,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]"
▁Young ▁man ▁performing ▁ a ▁skate board ▁trick ▁on ▁ a ▁sidewalk ▁in ▁ a ▁city . </s> ▁A ▁young ▁man ▁is ▁on ▁ a ▁farm . </s>,0,0,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Young man performing a skateboard trick on a sidewalk in a city. A young man is on a farm.,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
▁Young ▁man ▁performing ▁ a ▁skate board ▁trick ▁on ▁ a ▁sidewalk ▁in ▁ a ▁city . </s> ▁There ▁is ▁ a ▁guy ▁performing ▁ a ▁skill ▁on ▁ a ▁skate board ▁on ▁the ▁sidewalk ▁in ▁ a ▁metropolitan ▁area . </s>,1,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Young man performing a skateboard trick on a sidewalk in a city. There is a guy performing a skill on a skateboard on the sidewalk in a metropolitan area.,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
