baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
"{'distance': 0.7333333333333334, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.5465055), 'contradiction': 0.0008379726205021143}","{'distance': 0.375, 'evidence_accuracy': 0.625, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.67927396), 'contradiction': 0.9994766116142273}","{'distance': 0.7142857142857143, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.5804354), 'contradiction': 0.0009406291064806283}","{'distance': 0.375, 'evidence_accuracy': 0.625, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.67927396), 'contradiction': 0.9994766116142273}","{'distance': 0.4117647058823529, 'evidence_accuracy': 0.625, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.6721316), 'contradiction': 0.9994658827781677}","{'distance': 0.7142857142857143, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.5804354), 'contradiction': 0.0009406291064806283}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.0, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.25, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.88697493), 'contradiction': 0.0011452354956418276}"
,"{'distance': 0.6666666666666667, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.579847), 'contradiction': 0.001181810861453414}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.53907853), 'contradiction': 0.27962327003479004}",,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7587469), 'contradiction': 0.0006036012200638652}"
,,,"{'distance': 0.25, 'evidence_accuracy': 0.7346938775510204, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': np.float32(0.8896892), 'contradiction': 0.3188067078590393}","{'distance': 0.5698924731182795, 'evidence_accuracy': -0.10204081632653061, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.84694415), 'contradiction': 0.4445873200893402}",,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9798858), 'contradiction': 0.0017423518002033234}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9197916), 'contradiction': 0.005147653166204691}"
,,,,,,"{'distance': 0.38888888888888884, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.5, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.9309842), 'contradiction': 0.00196009106002748}"
,,,,,,
,,,,,,"{'distance': 0.29166666666666663, 'evidence_accuracy': 0.7619047619047619, 'evidence_precision': 0.5, 'evidence_recall': 0.4, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.7672797), 'contradiction': 0.006319773383438587}"
"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9952121), 'contradiction': 0.0024764954578131437}","{'distance': 1.0, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.42553505), 'contradiction': 0.000709390442352742}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9952121), 'contradiction': 0.0024764954578131437}","{'distance': 1.0, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.42553505), 'contradiction': 0.000709390442352742}","{'distance': 1.0, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.42553505), 'contradiction': 0.000709390442352742}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9952121), 'contradiction': 0.0024764954578131437}","{'distance': 0.4117647058823529, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7515575), 'contradiction': 0.0023176129907369614}"
,,,,,,
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.75, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': np.float32(0.827966), 'contradiction': 0.013051181100308895}"
,,,,,,"{'distance': 0.5454545454545454, 'evidence_accuracy': 0.875, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.5517426), 'contradiction': 0.0037387055344879627}"
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9373357), 'contradiction': 0.0016553918831050396}"
,,,,,,"{'distance': 0.5185185185185186, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.37652332), 'contradiction': 0.8709609508514404}"
,,,,,,"{'distance': 0.5254237288135593, 'evidence_accuracy': 0.5, 'evidence_precision': 0.25, 'evidence_recall': 0.2857142857142857, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.80162966), 'contradiction': 0.0014946234878152609}"
,,,,,,"{'distance': 0.6825396825396826, 'evidence_accuracy': 0.5, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.46006525), 'contradiction': 0.06692877411842346}"
,,,,,,
,,,,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9168861), 'contradiction': 0.0009250811999663711}"
,,,,,,
,,,,,,"{'distance': 0.6, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.819182), 'contradiction': 0.002602689666673541}"
,,,"{'distance': 0.8, 'evidence_accuracy': 0.125, 'evidence_precision': 0.07142857142857142, 'evidence_recall': 0.5, 'evidence_f1': 0.125, 'similarity_metrics': np.float32(0.044151124), 'contradiction': 0.7546669244766235}","{'distance': 0.8, 'evidence_accuracy': 0.125, 'evidence_precision': 0.07142857142857142, 'evidence_recall': 0.5, 'evidence_f1': 0.125, 'similarity_metrics': np.float32(0.044151124), 'contradiction': 0.7546669244766235}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8042856), 'contradiction': 0.002127700252458453}"
,,,,,,"{'distance': 0.18918918918918914, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.93731636), 'contradiction': 0.0022388119250535965}"
,,,,,,
,,,"{'distance': 1.0, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.12982616), 'contradiction': 0.010170822963118553}","{'distance': 1.0, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.12982616), 'contradiction': 0.010170822963118553}",,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.63866377), 'contradiction': 0.032492585480213165}"
,,,,,,"{'distance': 0.5625, 'evidence_accuracy': 0.38461538461538464, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.25, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.19560118), 'contradiction': 0.014093535952270031}"
,"{'distance': 0.12, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.80169624), 'contradiction': 0.990407407283783}",,"{'distance': 0.12, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.80169624), 'contradiction': 0.990407407283783}","{'distance': 0.12, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.80169624), 'contradiction': 0.990407407283783}",,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.8171699), 'contradiction': 0.0017741882475093007}"
,,,,,,
,,,,,,"{'distance': 0.2093023255813954, 'evidence_accuracy': 0.65, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8455743), 'contradiction': 0.0072600338608026505}"
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7407407407407407, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.58590055), 'contradiction': 0.001523561542853713}"
,,,,,,"{'distance': 0.5737704918032787, 'evidence_accuracy': 0.4074074074074074, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.73694503), 'contradiction': 0.10767650604248047}"
,,,,,,
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.7, 'evidence_precision': 0.375, 'evidence_recall': 0.75, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8097615), 'contradiction': 0.02190186083316803}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.23076923076923078, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': np.float32(0.38599187), 'contradiction': 0.29235324263572693}"
,,,,,,"{'distance': 0.5757575757575757, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.25, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.6645732), 'contradiction': 0.7622259259223938}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7967399), 'contradiction': 0.026920584961771965}"
"{'distance': 0.4, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.6546378), 'contradiction': 0.16222907602787018}","{'distance': 0.09090909090909094, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.85252917), 'contradiction': 0.07396429032087326}","{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.62639177), 'contradiction': 0.07765226811170578}","{'distance': 0.09090909090909094, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.85252917), 'contradiction': 0.07396429032087326}","{'distance': 0.09090909090909094, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.85252917), 'contradiction': 0.07396429032087326}","{'distance': 0.4, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.6546378), 'contradiction': 0.16222907602787018}","{'distance': 0.3571428571428571, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8462486), 'contradiction': 0.013555689714848995}"
,,,,,,"{'distance': 0.46341463414634143, 'evidence_accuracy': 0.0625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.35442466), 'contradiction': 0.9695013761520386}"
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.15000000000000002, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9856014), 'contradiction': 0.0010385798523202538}",,"{'distance': 0.15000000000000002, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9856014), 'contradiction': 0.0010385798523202538}",,,,"{'distance': 0.23404255319148937, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8570245), 'contradiction': 0.0007098910864442587}"
,,,,,,
,,,,,,"{'distance': 0.3125, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8549314), 'contradiction': 0.002845795825123787}"
,,,,,,
,,,,,,
,,,"{'distance': 0.5, 'evidence_accuracy': 0.5, 'evidence_precision': 0.25, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.36363636363636365, 'similarity_metrics': np.float32(0.49483064), 'contradiction': 0.9987537860870361}",,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.73656154), 'contradiction': 0.0033960454165935516}"
,,,,,,"{'distance': 0.3142857142857143, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.79684305), 'contradiction': 0.0006973694544285536}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7530546), 'contradiction': 0.0021916856057941914}"
,,,,,,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8695652173913043, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.8858007), 'contradiction': 0.0009330229368060827}"
,,,,,,
,,,,,,"{'distance': 0.29032258064516125, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.76852965), 'contradiction': 0.20441845059394836}"
,,,,"{'distance': 0.7142857142857143, 'evidence_accuracy': 0.09090909090909091, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': np.float32(0.40400404), 'contradiction': 0.001564512844197452}",,
,,,,,,"{'distance': 0.28, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8462324), 'contradiction': 0.00351174408569932}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.741984), 'contradiction': 0.0016076179454103112}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2272727272727273, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9447466), 'contradiction': 0.0013476283056661487}"
,,,,,,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.61202383), 'contradiction': 0.0012697975616902113}"
,,,,,,"{'distance': 0.375, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7737128), 'contradiction': 0.31643858551979065}"
,,,,,,
,,,,,,
,,"{'distance': 0.875, 'evidence_accuracy': 0.18181818181818182, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.40409464), 'contradiction': 0.002325639361515641}",,,"{'distance': 0.875, 'evidence_accuracy': 0.18181818181818182, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.40409464), 'contradiction': 0.002325639361515641}","{'distance': 0.5384615384615384, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.582444), 'contradiction': 0.7444183230400085}"
,,,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.5612369), 'contradiction': 0.5823920965194702}"
