e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6841451, 'contradiction': 0.5749213099479675}",,,,"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.59559244, 'contradiction': 0.9985455274581909}",,
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.69136214, 'contradiction': 0.010742752812802792}"
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8512284, 'contradiction': 0.006459607742726803}"
"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.6, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.71020186, 'contradiction': 0.9690148234367371}","{'distance': 0.21739130434782605, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.6, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.71020186, 'contradiction': 0.9690148234367371}",,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.6, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.71020186, 'contradiction': 0.9690148234367371}",,"{'distance': 0.25, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.4, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.8382147, 'contradiction': 0.0065733324736356735}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.4166666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98056674, 'contradiction': 0.002012041863054037}"
,,,,,,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88761294, 'contradiction': 0.0025341918226331472}"
,,,,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': 0.96671873, 'contradiction': 0.0016261382261291146}"
,,,,,,
,"{'distance': 0.75, 'evidence_accuracy': 0.06666666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.29526353, 'contradiction': 0.001050308346748352}","{'distance': 0.3666666666666667, 'evidence_accuracy': 0.5666666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.44601423, 'contradiction': 0.9980431795120239}","{'distance': 0.75, 'evidence_accuracy': 0.06666666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.29526353, 'contradiction': 0.001050308346748352}",,"{'distance': 0.11475409836065575, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9745027, 'contradiction': 0.9869018197059631}","{'distance': 0.2666666666666667, 'evidence_accuracy': 0.6333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7187226, 'contradiction': 0.0036561512388288975}"
,,,,,,"{'distance': 0.033333333333333326, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9875877, 'contradiction': 0.0008186272461898625}"
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9468324, 'contradiction': 0.006280228961259127}"
"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9189217, 'contradiction': 0.00116958306171}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9189217, 'contradiction': 0.00116958306171}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9189217, 'contradiction': 0.00116958306171}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.44088304, 'contradiction': 0.001432761549949646}"
"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': 0.6654333, 'contradiction': 0.000676683324854821}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.7352921, 'contradiction': 0.0031833325047045946}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.13636363636363635, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8907004, 'contradiction': 0.0015534955309703946}"
,,,,,,
"{'distance': 0.28888888888888886, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.63480425, 'contradiction': 0.33526962995529175}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.65743744, 'contradiction': 0.9671716094017029}","{'distance': 0.28888888888888886, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.63480425, 'contradiction': 0.33526962995529175}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.65743744, 'contradiction': 0.9671716094017029}","{'distance': 0.28888888888888886, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.63480425, 'contradiction': 0.33526962995529175}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.65743744, 'contradiction': 0.9671716094017029}",
,,,,,,
,,,,,,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96271294, 'contradiction': 0.0013441580813378096}"
,,,,,,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9793446, 'contradiction': 0.0012795099755749106}"
,,,,,,"{'distance': 0.04166666666666663, 'evidence_accuracy': 0.7916666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9802182, 'contradiction': 0.0018567030783742666}"
,,,"{'distance': 0.020408163265306145, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9906572, 'contradiction': 0.004405404906719923}",,,"{'distance': 0.04166666666666663, 'evidence_accuracy': 0.7916666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.87724483, 'contradiction': 0.0018745764391496778}"
,,,,,,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.8649174, 'contradiction': 0.0028682465199381113}"
,,,,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96946037, 'contradiction': 0.001756617915816605}"
"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9899894, 'contradiction': 0.0011843760730698705}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9899894, 'contradiction': 0.0011843760730698705}",,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9899894, 'contradiction': 0.0011843760730698705}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9899894, 'contradiction': 0.0011843760730698705}",,
"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.7731415, 'contradiction': 0.004934617318212986}","{'distance': 0.8, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': 0.67977107, 'contradiction': 0.0012616789899766445}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.75401473, 'contradiction': 0.009551038965582848}","{'distance': 0.368421052631579, 'evidence_accuracy': 0.5, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.5, 'evidence_f1': 0.1818181818181818, 'similarity_metrics': 0.6979731, 'contradiction': 0.0008410096634179354}","{'distance': 0.26315789473684215, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9194688, 'contradiction': 0.0022963755764067173}","{'distance': 0.8, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': 0.67977107, 'contradiction': 0.0012616789899766445}","{'distance': 0.38888888888888884, 'evidence_accuracy': 0.6111111111111112, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.5, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': 0.51409733, 'contradiction': 0.0007607343140989542}"
,,,,,,
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7543367, 'contradiction': 0.9993513226509094}",,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.54908395, 'contradiction': 0.9973955154418945}",,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.54908395, 'contradiction': 0.9973955154418945}",,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.98025364, 'contradiction': 0.0050271921791136265}"
,,,,,,
,,,,,,
,,,,,,
,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9282457, 'contradiction': 0.0017971588531509042}","{'distance': 0.0, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9575064, 'contradiction': 0.002343199448660016}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.970256, 'contradiction': 0.0015664852689951658}","{'distance': 0.0, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9575064, 'contradiction': 0.002343199448660016}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9282457, 'contradiction': 0.0017971588531509042}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.87121254, 'contradiction': 0.005914989858865738}"
,,,,,,"{'distance': 0.6470588235294117, 'evidence_accuracy': 0.47058823529411764, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 0.75, 'evidence_f1': 0.39999999999999997, 'similarity_metrics': 0.18122876, 'contradiction': 0.8974829316139221}"
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.913646, 'contradiction': 0.0018046931363642216}"
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.8461538461538461, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.99171305, 'contradiction': 0.0017588030314072967}"
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.94813955, 'contradiction': 0.001850689179264009}"
,,,,,,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.9775735, 'contradiction': 0.0009382927673868835}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.68, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.38582814, 'contradiction': 0.04941599443554878}"
,,,,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9825511, 'contradiction': 0.0025319664273411036}"
,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83193994, 'contradiction': 0.9895045757293701}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83193994, 'contradiction': 0.9895045757293701}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83193994, 'contradiction': 0.9895045757293701}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9769912, 'contradiction': 0.0026049907319247723}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.25, 'evidence_recall': 0.4, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': 0.81837535, 'contradiction': 0.9974460601806641}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.25, 'evidence_recall': 0.4, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': 0.81837535, 'contradiction': 0.9974460601806641}","{'distance': 0.34782608695652173, 'evidence_accuracy': 0.6190476190476191, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.4, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.85865414, 'contradiction': 0.8969576358795166}","{'distance': 0.3023255813953488, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.25, 'evidence_recall': 0.4, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': 0.80744565, 'contradiction': 0.9976592063903809}",,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.7619047619047619, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.9891176, 'contradiction': 0.0013425297802314162}"
"{'distance': 0.31707317073170727, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.2727272727272727, 'evidence_f1': 0.33333333333333326, 'similarity_metrics': 0.77797353, 'contradiction': 0.9985476136207581}",,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.2727272727272727, 'evidence_f1': 0.33333333333333326, 'similarity_metrics': 0.77371496, 'contradiction': 0.9987406134605408}","{'distance': 0.30434782608695654, 'evidence_accuracy': 0.38095238095238093, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.18181818181818182, 'evidence_f1': 0.23529411764705885, 'similarity_metrics': 0.9033457, 'contradiction': 0.8561198115348816}","{'distance': 0.31707317073170727, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.2727272727272727, 'evidence_f1': 0.33333333333333326, 'similarity_metrics': 0.77797353, 'contradiction': 0.9985476136207581}",,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9950894, 'contradiction': 0.0011062221601605415}"
